EMPLEADO;ZONARUTA;RAZONSOC;DIRECCION;CODIGOCLI;FECHAMOV;ENTREGAS;DEVOLUCION;FALTANTES;SOBRANTES;VALORUNITA;COBRADO;VALORFEC;VALORCOM;NOMPU;FECHAARC
SANDOCAN MORALES BUITRAGO;ZC001;MISCELANEA SANTIVAN;CL 4A # 21-10 ALCAZARES;MISSAN05;07/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;MISCELANEA SANTIVAN;CL 4A # 21-10 ALCAZARES;MISSAN05;08/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;MISCELANEA SANTIVAN;CL 4A # 21-10 ALCAZARES;MISSAN05;10/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;MISCELANEA SANTIVAN;CL 4A # 21-10 ALCAZARES;MISSAN05;11/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;MISCELANEA SANTIVAN;CL 4A # 21-10 ALCAZARES;MISSAN05;12/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;MISCELANEA SANTIVAN;CL 4A # 21-10 ALCAZARES;MISSAN05;13/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;MISCELANEA SANTIVAN;CL 4A # 21-10 ALCAZARES;MISSAN05;14/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;MISCELANEA SANTIVAN;CL 4A # 21-10 ALCAZARES;MISSAN05;15/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;MISCELANEA SANTIVAN;CL 4A # 21-10 ALCAZARES;MISSAN05;17/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;MISCELANEA SANTIVAN;CL 4A # 21-10 ALCAZARES;MISSAN05;18/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;MISCELANEA SANTIVAN;CL 4A # 21-10 ALCAZARES;MISSAN05;19/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;MISCELANEA SANTIVAN;CL 4A # 21-10 ALCAZARES;MISSAN05;20/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;MISCELANEA SANTIVAN;CL 4A # 21-10 ALCAZARES;MISSAN05;21/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;MISCELANEA SANTIVAN;CL 4A # 21-10 ALCAZARES;MISSAN05;22/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;MISCELANEA SANTIVAN;CL 4A # 21-10 ALCAZARES;MISSAN05;24/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;MISCELANEA SANTIVAN;CL 4A # 21-10 ALCAZARES;MISSAN05;25/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;MISCELANEA SANTIVAN;CL 4A # 21-10 ALCAZARES;MISSAN05;26/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;MISCELANEA SANTIVAN;CL 4A # 21-10 ALCAZARES;MISSAN05;27/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;DROGUERIA SANTANA;CR 25 #33A 02;DROSAN05;25/01/11;2;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;DROGUERIA SANTANA;CR 25 #33A 02;DROSAN05;26/01/11;2;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;DROGUERIA SANTANA;CR 25 #33A 02;DROSAN05;27/01/11;2;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;TIENDA LA NUBIA;CR 42B # 10C 48;TIENUB01;26/01/11;2;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;TIENDA LA NUBIA;CR 42B # 10C 48;TIENUB01;27/01/11;2;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;TIENDA LA PIRAMIDE;CL 24 # 23 64;TIEPIR01;26/01/11;1;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;TIENDA LA PIRAMIDE;CL 24 # 23 64;TIEPIR01;27/01/11;1;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;FRUTAS Y VERDURAS;CR 23 # 45 62;FRUVER01;25/01/11;4;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;FRUTAS Y VERDURAS;CR 23 # 45 62;FRUVER01;26/01/11;4;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;FRUTAS Y VERDURAS;CR 23 # 45 62;FRUVER01;27/01/11;4;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;SUPERMERCADO EL SUPEREXITAZO;CALLE 40 # 21-22;SUPSUP01;26/01/11;3;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;SUPERMERCADO EL SUPEREXITAZO;CALLE 40 # 21-22;SUPSUP01;27/01/11;3;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;TIENDA LA CANASTA;CL 29 #27 61;TIECAN01;26/01/11;2;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;TIENDA LA CANASTA;CL 29 #27 61;TIECAN01;27/01/11;2;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;RAPITIENDA J Y P;CR 35B #46 04;RAPJP01;27/01/11;1;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;SUPERMERCADO EL CAMPEON;CR 28A #48 06;SUPCAM01;25/01/11;2;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;SUPERMERCADO EL CAMPEON;CR 28A #48 06;SUPCAM01;26/01/11;2;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;SUPERMERCADO EL CAMPEON;CR 28A #48 06;SUPCAM01;27/01/11;2;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;MISCELANEA ASTURIAS;CL 4D #35 01;MISAST01;04/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;MISCELANEA ASTURIAS;CL 4D #35 01;MISAST01;05/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;MISCELANEA ASTURIAS;CL 4D #35 01;MISAST01;06/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;MISCELANEA ASTURIAS;CL 4D #35 01;MISAST01;07/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;MISCELANEA ASTURIAS;CL 4D #35 01;MISAST01;08/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;MISCELANEA ASTURIAS;CL 4D #35 01;MISAST01;17/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;MISCELANEA ASTURIAS;CL 4D #35 01;MISAST01;18/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;MISCELANEA ASTURIAS;CL 4D #35 01;MISAST01;19/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;MISCELANEA ASTURIAS;CL 4D #35 01;MISAST01;20/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;MISCELANEA ASTURIAS;CL 4D #35 01;MISAST01;21/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;MISCELANEA ASTURIAS;CL 4D #35 01;MISAST01;22/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;MISCELANEA ASTURIAS;CL 4D #35 01;MISAST01;24/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;MISCELANEA ASTURIAS;CL 4D #35 01;MISAST01;25/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;MISCELANEA ASTURIAS;CL 4D #35 01;MISAST01;26/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;MISCELANEA ASTURIAS;CL 4D #35 01;MISAST01;27/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;AUTOSER. Y CARNICERIA LOS NOGALES;CL 10D #35A 33;AUTCAR01;04/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;AUTOSER. Y CARNICERIA LOS NOGALES;CL 10D #35A 33;AUTCAR01;05/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;AUTOSER. Y CARNICERIA LOS NOGALES;CL 10D #35A 33;AUTCAR01;06/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;AUTOSER. Y CARNICERIA LOS NOGALES;CL 10D #35A 33;AUTCAR01;07/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;AUTOSER. Y CARNICERIA LOS NOGALES;CL 10D #35A 33;AUTCAR01;08/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;AUTOSER. Y CARNICERIA LOS NOGALES;CL 10D #35A 33;AUTCAR01;10/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;AUTOSER. Y CARNICERIA LOS NOGALES;CL 10D #35A 33;AUTCAR01;11/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;AUTOSER. Y CARNICERIA LOS NOGALES;CL 10D #35A 33;AUTCAR01;12/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;AUTOSER. Y CARNICERIA LOS NOGALES;CL 10D #35A 33;AUTCAR01;13/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;AUTOSER. Y CARNICERIA LOS NOGALES;CL 10D #35A 33;AUTCAR01;14/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;AUTOSER. Y CARNICERIA LOS NOGALES;CL 10D #35A 33;AUTCAR01;15/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;AUTOSER. Y CARNICERIA LOS NOGALES;CL 10D #35A 33;AUTCAR01;17/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;AUTOSER. Y CARNICERIA LOS NOGALES;CL 10D #35A 33;AUTCAR01;18/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;AUTOSER. Y CARNICERIA LOS NOGALES;CL 10D #35A 33;AUTCAR01;19/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;AUTOSER. Y CARNICERIA LOS NOGALES;CL 10D #35A 33;AUTCAR01;20/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;AUTOSER. Y CARNICERIA LOS NOGALES;CL 10D #35A 33;AUTCAR01;21/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;AUTOSER. Y CARNICERIA LOS NOGALES;CL 10D #35A 33;AUTCAR01;22/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;AUTOSER. Y CARNICERIA LOS NOGALES;CL 10D #35A 33;AUTCAR01;24/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;AUTOSER. Y CARNICERIA LOS NOGALES;CL 10D #35A 33;AUTCAR01;25/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;AUTOSER. Y CARNICERIA LOS NOGALES;CL 10D #35A 33;AUTCAR01;26/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;AUTOSER. Y CARNICERIA LOS NOGALES;CL 10D #35A 33;AUTCAR01;27/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;RAPITIENDA ORTEGA?S;CR 44 # 10-24;RAPORT01;04/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;RAPITIENDA ORTEGA?S;CR 44 # 10-24;RAPORT01;05/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;RAPITIENDA ORTEGA?S;CR 44 # 10-24;RAPORT01;06/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;RAPITIENDA ORTEGA?S;CR 44 # 10-24;RAPORT01;07/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;RAPITIENDA ORTEGA?S;CR 44 # 10-24;RAPORT01;08/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;RAPITIENDA ORTEGA?S;CR 44 # 10-24;RAPORT01;10/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;RAPITIENDA ORTEGA?S;CR 44 # 10-24;RAPORT01;11/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;RAPITIENDA ORTEGA?S;CR 44 # 10-24;RAPORT01;12/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;RAPITIENDA ORTEGA?S;CR 44 # 10-24;RAPORT01;13/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;RAPITIENDA ORTEGA?S;CR 44 # 10-24;RAPORT01;14/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;RAPITIENDA ORTEGA?S;CR 44 # 10-24;RAPORT01;15/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;RAPITIENDA ORTEGA?S;CR 44 # 10-24;RAPORT01;17/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;RAPITIENDA ORTEGA?S;CR 44 # 10-24;RAPORT01;18/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;RAPITIENDA ORTEGA?S;CR 44 # 10-24;RAPORT01;19/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;RAPITIENDA ORTEGA?S;CR 44 # 10-24;RAPORT01;20/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;RAPITIENDA ORTEGA?S;CR 44 # 10-24;RAPORT01;21/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;RAPITIENDA ORTEGA?S;CR 44 # 10-24;RAPORT01;22/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;RAPITIENDA ORTEGA?S;CR 44 # 10-24;RAPORT01;24/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;RAPITIENDA ORTEGA?S;CR 44 # 10-24;RAPORT01;25/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;RAPITIENDA ORTEGA?S;CR 44 # 10-24;RAPORT01;26/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;RAPITIENDA ORTEGA?S;CR 44 # 10-24;RAPORT01;27/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;DROGUERIA SANTA INES  # 3;CR 25 # 47-10;DROSAN06;25/01/11;2;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;DROGUERIA SANTA INES  # 3;CR 25 # 47-10;DROSAN06;26/01/11;2;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;DROGUERIA SANTA INES  # 3;CR 25 # 47-10;DROSAN06;27/01/11;2;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;LA CASA DEL PAN;CR 24 #39 26;CASPAN01;13/01/11;3;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;LA CASA DEL PAN;CR 24 #39 26;CASPAN01;14/01/11;3;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;LA CASA DEL PAN;CR 24 #39 26;CASPAN01;15/01/11;3;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;LA CASA DEL PAN;CR 24 #39 26;CASPAN01;16/01/11;7;0;0;0;2050;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;LA CASA DEL PAN;CR 24 #39 26;CASPAN01;17/01/11;3;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;LA CASA DEL PAN;CR 24 #39 26;CASPAN01;18/01/11;3;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;LA CASA DEL PAN;CR 24 #39 26;CASPAN01;19/01/11;3;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;LA CASA DEL PAN;CR 24 #39 26;CASPAN01;20/01/11;3;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;LA CASA DEL PAN;CR 24 #39 26;CASPAN01;21/01/11;3;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;LA CASA DEL PAN;CR 24 #39 26;CASPAN01;22/01/11;3;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;LA CASA DEL PAN;CR 24 #39 26;CASPAN01;23/01/11;7;0;0;0;2050;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;LA CASA DEL PAN;CR 24 #39 26;CASPAN01;24/01/11;3;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;LA CASA DEL PAN;CR 24 #39 26;CASPAN01;25/01/11;3;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;LA CASA DEL PAN;CR 24 #39 26;CASPAN01;26/01/11;3;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;LA CASA DEL PAN;CR 24 #39 26;CASPAN01;27/01/11;3;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;RAPITIENDA MISCELANEA LA RECTA;CL 12 # 30-50;RAPEXI01;26/01/11;2;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;RAPITIENDA MISCELANEA LA RECTA;CL 12 # 30-50;RAPEXI01;27/01/11;2;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;TIENDA SAN MIGUEL;CL 4C #34A 22 TIENDA PARASOL;TIESAN02;04/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;TIENDA SAN MIGUEL;CL 4C #34A 22 TIENDA PARASOL;TIESAN02;05/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;TIENDA SAN MIGUEL;CL 4C #34A 22 TIENDA PARASOL;TIESAN02;06/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
SANDOCAN MORALES BUITRAGO;ZC001;TIENDA SAN MIGUEL;CL 4C #34A 22 TIENDA PARASOL;TIESAN02;07/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/11
